Review,Cleaned_Review,Sentiment,Word_Count
Couldn't recommend this more for kids. Price and features are awesome along with parental controls.,could recommend kids price features awesome along parental controls,Positive,9
Very good price good item. Would purchase again. This was a gift,good price good item would purchase gift,Positive,7
Got this tablet for my 3 year old son and he can not put it down. It is so much to do. So many learning games. I love this product,got tablet year old son put much many learning games love product,Positive,12
"Works well. I really like the bigger screen (up from the 7""). Easier to read, just as easier to use if not better.",works well really like bigger screen easier read easier use better,Positive,11
It's unfair for me to rate this product cause I have not even taken it out of the box to set it up.,unfair rate product cause even taken box set,Negative,8
Great product and I'm very satisfied with it. I recommend it to other people.,great product satisfied recommend people,Positive,5
"I bought this tablet to replace my old kindle fire. So far, it has exceeded my expectations. All my apps have transferred flawlessly. The battery lasts me 10-12 hours, with moderate internet use. Glad I made this purchase.",bought tablet replace old kindle fire far exceeded expectations apps transferred flawlessly battery lasts hours moderate internet use glad made purchase,Positive,21
The device is priced just right to give as a gift for an 8 year old,device priced right give gift year old,Positive,7
"Tends to flip out of my screen to something else. Each screen change = at least one pop up ad. Otherwise, it's been reliable so far.",tends flip screen something else screen change least one pop ad otherwise reliable far,Negative,14
Not a good product short battery life i can only use for 20 minutes,good product short battery life use minutes,Positive,7
nice reader. almost perfect for what i want/need. good bargain,nice reader almost perfect good bargain,Positive,6
Great for those who love to read this tablet is always ready for on the go trips,great love read tablet always ready go trips,Positive,8
WAS LOOKING FOR A NEW TABLET. .. GREAT PRICE FOR THIS ONE!,looking new tablet great price one,Positive,6
I bought this for my sister as a gift so she need not use her laptop for basic internet surfing and to watch movies while travelling. The device speed is decent although you cannot compare the performance to a laptop. If you want to avoid carrying a bulky laptop during travel and want a budget make do device for laptop then choose amazon fire tablet.,bought sister gift need use laptop basic internet surfing watch movies travelling device speed decent although compare performance laptop want avoid carrying bulky laptop travel want budget make device laptop choose amazon fire tablet,Positive,34
"I originally purchased a Kindle paperwhite but returned it the next day and purchased this one. Very easy to read on, watch movies, and listen to music.",originally purchased kindle paperwhite returned next day purchased one easy read watch movies listen music,Positive,15
I am thrilled with this purchase! Both affordable and high quality!,thrilled purchase affordable high quality,Positive,5
Got this for my wife and she loves it. She had the previous generation and this one is a giant keep forward.,got wife loves previous generation one giant keep forward,Negative,9
This is my third Kindle Fire and it improves each time. Colors are crisper and best of all it stays charged a lot longer.,third kindle fire improves time colors crisper best stays charged lot longer,Positive,12
Great little tablet for someone who is always on the go.,great little tablet someone always go,Positive,6
"The 8"" version is much better than the older 7"" version. Better graphics and faster processor",version much better older version better graphics faster processor,Positive,9
My wife loves this tablet.Much easier to use than previous 2 tablets that we purchased.,wife loves easier use previous tablets purchased,Negative,7
Bought it for my daughter and she loves it great product at a great price!,bought daughter loves great product great price,Positive,7
We have one for each of my children so I bought this one for my mother. They are amazing tablets especially for the price!,one children bought one mother amazing tablets especially price,Positive,9
"For its price, this a great little tablet. It does have limitations on what it can do and what apps are available for use with it which is the only reason I gave it 4 rather than 5 stars. Hopefully Amazon will allow it to perform better soon.",price great little tablet limitations apps available use reason gave rather stars hopefully amazon allow perform better soon,Positive,18
A Great value for the money you can save instead of a Ipad from Apple.,great value money save instead ipad apple,Positive,7
I bought this tablet for my 13 yr. old God-child and she loves it. This was her Christmas present.,bought tablet old loves christmas present,Positive,6
I find this fire much lighter and very easy to use,find fire much lighter easy use,Positive,6
I was a ook user and have been converted to kindle. The size is great and it is very responsive. Got one for me and one as a gift.,ook user converted kindle size great responsive got one one gift,Positive,11
"It's easy and intuitive. The only criticism is that it should be easier to go right into an application, instead of watching an advertisement, then having to figure out how to exit it",easy intuitive criticism easier go right application instead watching advertisement figure exit,Positive,12
Good tablet for basic needs. Screens resolution is pretty good. Mostly using for reading and sometimes for watching movies/shows. Great feature is the possibility to use the card to expand the memory. Good product for great price!,good tablet basic needs screens resolution pretty good mostly using reading sometimes watching great feature possibility use card expand memory good product great price,Positive,24
"Great tablet for the price, it was a Christmas present and so far so good!",great tablet price christmas present far good,Positive,7
It was a perfect gift for my godson. He loved it! Definitely would recommend this product.,perfect gift godson loved definitely would recommend product,Positive,8
Easy to use. Pretty user friendly. It is good value for the price,easy use pretty user friendly good value price,Positive,8
"needed a tv in our kitchen, wasn't looking for huge or fancy for this. so the 32 inch was perfect for us",needed tv kitchen looking huge fancy inch perfect us,Positive,9
This is so easy to use and does exactly what I hoped.,easy use exactly hoped,Positive,4
Purchased this for my nephew. He loved it and can't stop playing with it.,purchased nephew loved ca stop playing,Positive,6
I think the amazon fire offer should include a stand/cover as standard. I enjoy mine a lot more since I was forced to purchase a stand/cover which holds the tablet. Would have preferred an instruction sheet to grt everything set up for use.,think amazon fire offer include standard enjoy mine lot since forced purchase holds tablet would preferred instruction sheet grt everything set use,Positive,22
I had a very small nano and needed to have more space for songs that are just coming out and so far I love it. Didn't really need the bigger one because I have a phone that will do most of those things.,small nano needed space songs coming far love really need bigger one phone things,Positive,14
"This tablet runs smooth with all amazon apps, the internet runs at a steady frame rate and it had a decent sized screen.",tablet runs smooth amazon apps internet runs steady frame rate decent sized screen,Positive,13
"There's different things my daughter can do,on it, plus I can read on it as well.",different things daughter plus read well,Neutral,6
Great device very functional love it will recommend,great device functional love recommend,Positive,5
"I love my Fire HD8 I got it because my Kindle(the original) that my husband bought me died and the Verizon Tablet wasn't working great for me. So I came down and the agent at store showed me this one, there is a learning curve but it gets better and takes a while to learn but I love it.",love fire got kindle original husband bought died verizon tablet working great came agent store showed one learning curve gets better takes learn love,Positive,24
This tablet works great and my daughter loves it. Only reason not 5 stars is because you cant access google play without rooting the tablet. Way to ruin android amazon.,tablet works great daughter loves reason stars cant access google play without rooting tablet way ruin android amazon,Positive,18
"I bought this item as a Christmas gift for my granddaughter and she has loved every minute of it. It is intuitive, easy to use and she has it in her hands several times every day for everything from research for school to reading a book. Paw Paw hit a homer with this one!",bought item christmas gift granddaughter loved every minute intuitive easy use hands several times every day everything research school reading book paw paw hit homer one,Positive,26
"First of all, this is not an iPad or a more expensive android tablet, but it's a very good tablet for the money. I own an iPad Pro and iPad Air 2, yet this tablet has a place in my home. If you're buying for kids, I wouldn't buy anything more expensive than this. Good screen, fast enough, and amazon's underground free apps are a huge plus.",first ipad expensive android tablet good tablet money ipad pro ipad air yet tablet place home buying kids would buy anything expensive good screen fast enough amazon underground free apps huge plus,Positive,32
"Very satisfied with my tablet ,it is very easy to operate.",satisfied tablet easy operate,Positive,4
I gave this to my 6-year old for Christmas and it has been the perfect gift. Great price point (compared to an ipad) that can function for exactly what she needs.,gave old christmas perfect gift great price point compared ipad function exactly needs,Positive,13
"I bought this for my mom and she loves it. She said it is really easy to use and loves the lighting, it's easy for her to read.",bought mom loves said really easy use loves lighting easy read,Positive,11
"This is an upgrade tablet from my first Kindle Fire that I purchased 5 years ago. Love the larger screen the quick processing and downloads, the great HD visuals, and most importantly all of my previous pictures and music files were easily transferred/accessed by this new device. Love that this Fire has a front and rear camer too, my old Fire only had a front facing camera. Granted this is not an iPad, but I don't want or need all an iPad does. And I definitely don't want to spend hundreds of dollars on a device just because it is cool. My Fire tablet does everything I need or want and it costed under $99.00. I am one satisfied and pleased customer.",upgrade tablet first kindle fire purchased years ago love larger screen quick processing downloads great hd visuals importantly previous pictures music files easily new device love fire front rear camer old fire front facing camera granted ipad want need ipad definitely want spend hundreds dollars device cool fire tablet everything need want costed one satisfied pleased customer,Positive,57
Needed a new Kindle. Wasn't sure what one to choose. This one is GREAT!,needed new kindle sure one choose one great,Positive,8
"Great kindle, perfect size screen, I love using it just as much as my iPad mini and regular size iPad! Easier to travel with!",great kindle perfect size screen love using much ipad mini regular size ipad easier travel,Positive,15
"it would be nice to have full app library, but it does what you need",would nice full app library need,Positive,6
"The best product for the money. East to use, great color, great features. easy to set up and battery life is great.",best product money east use great color great features easy set battery life great,Positive,14
I got it for my kid and she loves it. The amazon free time and prime well worth the money,got kid loves amazon free time prime well worth money,Positive,10
Thought it was to be better than what it is. Mother in law can play games an Facebook on it. Next time I will buy her a samsung,thought better mother law play games facebook next time buy samsung,Positive,11
This item is perfect for online reading and internet browsing. The only con is that Amazon doesn't have some of the apps that Google Play has.,item perfect online reading internet browsing con amazon apps google play,Positive,11
"This is the best device I have found for my e-books. I know it can be used for a lot more, but it is my library in my hand.",best device found know used lot library hand,Positive,8
Very competitive Price - Unit works well we like color and size,competitive price unit works well like color size,Neutral,8
I had the previous model which was fine for reading but a little slow for other things. The extra .5 RAM makes a difference. Very happy and if you're a Prime member there are lots of freebies!,previous model fine reading little slow things extra ram makes difference happy prime member lots freebies,Positive,16
"This game seems to be another good addition to the Pokemon craze. My son got this for Christmas and has played it often since. He says that it's ""awesome"", which is high praise indeed.",game seems another good addition pokemon craze son got christmas played often since says awesome high praise indeed,Positive,18
"I bought my Fire HD8 as an alternative to carrying around my laptop and having to buy many textbooks for college. The fact that I saved well over $150 on one of the 5 books I had to get this semester was a godsend. Most all undergraduate courses I have seen are offered in eBook form for Kindle. If you do not care about having the constant ability of being on the internet without WiFi or other hotspot, it's a great resource. Pros:Price for this was still less than the money saved for my Biology Book.A lot less weight that 5 college textbooks.So far all books I need for college are available as eBooks through Amazon.A single charge can make it through an 8 hour school day.Cons:If you want/need a network connection, you have to use your phone as a hotspot or connect to another WiFi network. Bottom line, I wanted a cheaper alternative to having to lug over $750 in books around. I came out at well under $500 considering I bought this.",bought fire alternative carrying around laptop buy many textbooks college fact saved well one books get semester godsend undergraduate courses seen offered ebook form kindle care constant ability internet without wifi hotspot great resource pros price still less money saved biology lot less weight college far books need college available ebooks single charge make hour school network connection use phone hotspot connect another wifi network bottom line wanted cheaper alternative lug books around came well considering bought,Positive,77
Easy access to my Amazon account. Easy to set up and use.,easy access amazon account easy set use,Positive,7
This tablet works well for surfing the internet and playing music.,tablet works well surfing internet playing music,Neutral,7
This serves every function I need in a tablet. Price is right.,serves every function need tablet price right,Positive,7
Always a good price and good for what it's meant for.,always good price good meant,Positive,5
"Bought this for my son,, the size is perfect not too small not too big. Kid friendly..and easy to use. Overall o rate it 5 stars..no problems to list",bought son size perfect small big kid friendly easy use overall rate stars problems list,Positive,15
very good product and right on the cost! Great gift for the holidays.,good product right cost great gift holidays,Positive,7
"Daughter got this as a present. It was easy to set up and display is great. Features allow us to limit her time on games, web, etc. while allowing her unlimited time to read",daughter got present easy set display great features allow us limit time games web etc allowing unlimited time read,Positive,19
Bought for our 6 year old. Great parental controls allow you to keep track and monitor use. Would recommend for others to get for their children,bought year old great parental controls allow keep track monitor use would recommend others get children,Positive,16
"its fast, it has good lighting. its got the 16gb space, best gift ive bought for a bookreader.",fast good lighting got space best gift ive bought bookreader,Positive,10
"On Christmas Eve I went in looking for an iPad as a gift. They were sold out and I was directed to the Amazon Fire HD8. The picture quality is amazing (hence the HD). I watched a movie on it and the picture was better than my HD tv. I have to say, I would buy this tablet over an iPad any day...AND it cost less than a fourth of the price!",christmas eve went looking ipad gift sold directed amazon fire picture quality amazing hence hd watched movie picture better hd tv say would buy tablet ipad day cost less fourth price,Positive,31
This was a great Christmas gift for my kid. This allows them to store their favorite books and play some educational games. Its nice to also have an optional MicroSD card for extra storage.,great christmas gift kid allows store favorite books play educational games nice also optional microsd card extra storage,Positive,18
Simply does everything I need. Thank youAnd silk works wonders,simply everything need thank youand silk works wonders,Neutral,8
It reads my textbooks to me while I play card games. Why did I wait so long to buy this thing? I should add that I am an Amazon Prime member so that might be needed to take full advantage of this feature. Cortonna will read all of my books to me. I didn't have to upgrade my books or pay extra per book.,reads textbooks play card games wait long buy thing add amazon prime member might needed take full advantage feature cortonna read books upgrade books pay extra per book,Positive,28
"Biting as a gift, my only concern was the size and the Amazon interface. It was easy enough to download the Google play store, so it was familiar to the user. Size was an initial concern, but it was just right to watch movies without being so cumbersome.",biting gift concern size amazon interface easy enough download google play store familiar user size initial concern right watch movies without cumbersome,Positive,22
Great value for such a well made tablet. Everything you need for a low price,great value well made tablet everything need low price,Positive,9
Great tablet for under $100. HD quality and it works just as good as any tablet.,great tablet hd quality works good tablet,Positive,7
"Love the new Fire - great for books, games, and getting online! Easy to use features and perfect size screen to take on the go!",love new fire great books games getting online easy use features perfect size screen take go,Positive,16
make sure you buy a micro sd card with at least 64 gb of memory. or you will have to constantly delete old items.,make sure buy micro sd card least gb memory constantly delete old items,Positive,13
My 4 year old Grandson loves his Kindle. He had to have one after his sister got one.,year old grandson loves kindle one sister got one,Positive,9
Can't beat the value on this. 5 stars even though it has less apps than the play store.,ca beat value stars even though less apps play store,Negative,10
"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead.",tablet great books audible books music things amazon included browser silk best purchased expanded memory sd card cover biggest issue unit slow compared ipad tends freeze every often money consider ipad instead,Positive,32
I gave this Amazon Fire HD8 as a retirement gift for my friend and she absolutely loves it!!,gave amazon fire retirement gift friend absolutely loves,Positive,8
"I would like to say this is my best tablet I have ever buy till now. I will rate it more then iPad Mini. Its best with battery, wifi, touchscreen, sound etc. I had other tablet for my kids earlier, but after having fire hd8, I will not recommend or like to go for any other brand in future. You can't get such good quality product in such less price. I am really very happy on my right decision to choose fire hd8 for my family and kids.",would like say best tablet ever buy till rate ipad mini best battery wifi touchscreen sound etc tablet kids earlier fire recommend like go brand future ca get good quality product less price really happy right decision choose fire family kids,Positive,41
Love my new Kindle Fire - easy to use - the battery life is amazing!!,love new kindle fire easy use battery life amazing,Positive,9
One of the best tablets on the market for its value,one best tablets market value,Positive,5
"I use it mainly for reading e-books and browsing. However, I wished there were more apps available. Also, before unlocking the tablet, ads are shown in the lockscreen. If the tab is locked, it stops streaming the ads. You can pay $15 to disable the ads permanently. I only recommend this for basic use. If you want to use it for games or other apps, I would recommend a stronger tablet like the ipad or samsung galaxy.",use mainly reading browsing however wished apps available also unlocking tablet ads shown lockscreen tab locked stops streaming ads pay disable ads permanently recommend basic use want use games apps would recommend stronger tablet like ipad samsung galaxy,Positive,38
My wife and kids love it. Easy to use. Great for the price.,wife kids love easy use great price,Positive,7
This is the 3rd Kindle Fire that I have purchased. This one is much faster and more user friendly. We just bought our 2 grand daughters and 2 grandsons a Kindle Fire with the youngest 8 yrs old. He has it mastered already. Great tablet for a good price.,kindle fire purchased one much faster user friendly bought grand daughters grandsons kindle fire youngest yrs old mastered already great tablet good price,Positive,23
"Never owned a tablet before, but am loving it so far.",never owned tablet loving far,Positive,5
Love Alexa and all of its features. Love that I can listen to music and read ebooks,love alexa features love listen music read ebooks,Positive,8
I bought the Kindle Fire HD as a Christmas gift for my mom. She has never had a computer or Kindle. She loves it. Best gift I gave her. She plays a lot of games on it. That keeps her mind working. Love the size of screen.,bought kindle fire hd christmas gift mom never computer kindle loves best gift gave plays lot games keeps mind working love size screen,Positive,23
"Got this to replace the Samsung tab A 7"". That Samsung tab lagged a lot but I haven't seemed to have as much problems on the fire tab, the only downside is that the battery dies fast.",got replace samsung tab samsung tab lagged lot seemed much problems fire tab downside battery dies fast,Positive,17
Bought this tablet cause it was super cheap during December. It's a good tablet for someone who doesn't need a powerhouse,bought tablet cause super cheap december good tablet someone need powerhouse,Positive,11
I purchased this when my last tablet died. It meets all basic needs and the price was great.,purchased last tablet died meets basic needs price great,Positive,9
"Happy with the purchase, found it on sale could not pass it up!",happy purchase found sale could pass,Positive,6
"Great for reading e-mail, pictures or viewing internet.",great reading pictures viewing internet,Positive,5
I'm disappointed that it doesn't have a mirror display mode.,disappointed mirror display mode,Negative,4
Wonderful little buy! Tired of my bulky tablet. This one stays charged a lot longer!,wonderful little buy tired bulky tablet one stays charged lot longer,Positive,11
"Bought this for my daughter to use in school, she loves it! Product works great! I also bought the older version for my mom and she lives it as well",bought daughter use school loves product works great also bought older version mom lives well,Positive,15
"Have a nook , this is much better has more apps and thru amazon",nook much better apps thru amazon,Positive,6
It is a reliable easy to use tablet. Holds charge well and provides for my needs.,reliable easy use tablet holds charge well provides needs,Positive,9
Fast working tablet but very limited on apps. I like it but it was not really for me. Only apps available were from the Amazon app store so many apps that I hoped to use were unavailable. So it is good for limited use.,fast working tablet limited apps like really apps available amazon app store many apps hoped use unavailable good limited use,Positive,20
"I have owned several kindles. I don't know what I do to them, but they tend to die rather quickly. Thank goodness for Best Buy's extra protection. The last two that quit on me were replaced quickly and effortlessly. Excellent customer service as well!",owned several kindles know tend die rather quickly thank goodness best buy extra protection last two quit replaced quickly effortlessly excellent customer service well,Positive,24
"I lost my tablet in Germany and wanted a replacement fast. Best Buy, had both the 7 and 8 inch Kindle fires in stock, after reading the reviews, I decided to go with the 8 inch. Boy was I glad that I did, the larger viewing area, is great for watching movies and Netflix on the airplane. The 8 inch has stereo sound , unlike the 7 inch which has only mono. Overall I am really happy with this tablet",lost tablet germany wanted replacement fast best buy inch kindle fires stock reading reviews decided go inch boy glad larger viewing area great watching movies netflix airplane inch stereo sound unlike inch mono overall really happy tablet,Positive,37
I had the original Kindle and just decided to upgrade. It ​is a very functional and easy to use.,original kindle decided upgrade functional easy use,Positive,7
"I had Microsoft Surface, unfortunately daughter dropped and cracked screen so needed a new tablet. Since went back to laptop for work didn't need another Surface. Settled on 8"" Kindle HD over Samsung and IPad mini due to value. I only use for social networks, email, games, internet search, and occasional viewing of videos. This is a good basic tablet that can handle this no problem with a good wifi connection. Great value as I paid under $100 during the holidays and it has been as good as my Surface for these basic uses.",microsoft surface unfortunately daughter dropped cracked screen needed new tablet since went back laptop work need another surface settled kindle hd samsung ipad mini due value use social networks email games internet search occasional viewing videos good basic tablet handle problem good wifi connection great value paid holidays good surface basic uses,Positive,52
The device is a good item and I really recommend to everyone,device good item really recommend everyone,Positive,6
"I love it a lot and use it daily, bought books....",love lot use daily bought books,Positive,6
Perfect size for reading watching movies and carrying on a plane,perfect size reading watching movies carrying plane,Positive,7
"I love my kindle. It fast, great pict quality and is so convenient to use. I love using it to watch Netflix. It worth the purchase if you don't want to spend so much money.",love kindle fast great pict quality convenient use love using watch netflix worth purchase want spend much money,Positive,18
"I bought this as a light-weight alternative to an iPad for collecting and enjoying Kindle and Amazon Video products. When combined with the dedicated Fire cover, it's low price along with a very readable screen and the option for a Micro SD card make it an excellent choice for travel and time spent in waiting-rooms, etc., allowing lots of memory space for ones library as well as flexibility regarding how it is held or positioned.",bought alternative ipad collecting enjoying kindle amazon video products combined dedicated fire cover low price along readable screen option micro sd card make excellent choice travel time spent allowing lots memory space ones library well flexibility regarding held positioned,Positive,39
"Not much to say here. Cheap, fast and very functional. I was able to install google play store and everything works perfectly. Best tablet in its category. If you want something better, you better be ready to pay 3-4 times the price.",much say cheap fast functional able install google play store everything works perfectly best tablet category want something better better ready pay times price,Positive,24
It was by far the best deal out there for the money very happy,far best deal money happy,Positive,5
Got this for my wife. She uses it daily to read She really lokes it.,got wife uses daily read really lokes,Positive,7
This tablet is really easy to use and since I'm a Amazon Prime member the video's and music is easy to access. I'm really surprised how fast the unit compared to my older i-pad. I would recommend this if anyone wants a good value product.,tablet really easy use since amazon prime member video music easy access really surprised fast unit compared older would recommend anyone wants good value product,Positive,25
"This feels like an affordable tablet. While not the best in class, it isn't priced to be that either. Works well. Happy with purchase.",feels like affordable tablet best class priced either works well happy purchase,Positive,12
Bought this for my 9 year old Godson and he loves it. He would play it for hours on end if his parents would let him. He mostly plays games on it but he also uses it to watch videos and read books.,bought year old godson loves would play hours end parents would let mostly plays games also uses watch videos read books,Positive,21
"Hoped this Fire HD 8 would be faster than my old HD Fire...not so much, I guess I expected the new Fire HD 8 to perform better but it still lags and is slow to load information while surfing the Internet. My wife's Ipad is light years ahead on this one, but what do you expect from a 60-70 dollar tablet.",hoped fire hd would faster old hd fire much guess expected new fire hd perform better still lags slow load information surfing internet wife ipad light years ahead one expect dollar tablet,Positive,32
Currently setting everything up on it but so far so good.,currently setting everything far good,Positive,5
"Perfect for teenage tablet, perfect for homework!!",perfect teenage tablet perfect homework,Positive,5
"My daughter loves this kindle, she does so much with it,well worth the money.",daughter loves kindle much well worth money,Positive,7
"I needed to upgrade from the orginal Kindle fire and this Fire works great. Videos,games, email and battery life all are great.",needed upgrade orginal kindle fire fire works great videos games email battery life great,Positive,14
"This tablet is not a high-tech state-of-the-art Speed Demon, but on the other hand it is more than good enough for daily use. The two biggest benefits to me are that it now comes with Alexa built in, and, you can download Amazon movies to the device to watch offline, for example on an airplane. These two features alone make it worth the very reasonable price.",tablet speed demon hand good enough daily use two biggest benefits comes alexa built download amazon movies device watch offline example airplane two features alone make worth reasonable price,Positive,29
I bought this tab for my daughter's birthday.its got a good screen and sound for the price. I also play for the children's app freetime which is perfect for her.,bought tab daughter got good screen sound price also play children app freetime perfect,Positive,14
I bought it as the display for my Echo. Turning on Voicecast routes information to the tablet with the voice reaponse. It'S been exactly what I hoped it would be and the price was right.,bought display echo turning voicecast routes information tablet voice reaponse exactly hoped would price right,Positive,15
I would buy another one for the priceGood product,would buy another one pricegood product,Neutral,6
Not a huge fan of products that aren't Apple but this one is good. Haven't had any problems with them at all.,huge fan products apple one good problems,Positive,7
"Great little tablet to take with you, great for kids",great little tablet take great kids,Positive,6
"I bought this as an upgrade from my old Kindle. Works awesome, i can even watch movies through my Amazon Prime. Plenty of apps to choose from. Awesome little tablet.",bought upgrade old kindle works awesome even watch movies amazon prime plenty apps choose awesome little tablet,Positive,17
I didn't actually use as I bought for a gift. My grandson already had one so we returned for a pair if 3-d goggles.,actually use bought gift grandson already one returned pair goggles,Neutral,10
This my second kindle .. it's light and faster than my previous kindle ..came with free audio books for 30 days which is cool ... better screen .. it does seem to be long than wider .. which I'm ok with and I got this on sale for 60 .. great deal,second kindle light faster previous kindle came free audio books days cool better screen seem long wider ok got sale great deal,Positive,22
You will not find another tablet like this with the affordable price.,find another tablet like affordable price,Neutral,6
Just a simple kindle. Doesn't have the glass back.,simple kindle glass back,Neutral,4
The tablet works just great and the price can't be beat!,tablet works great price ca beat,Positive,6
"Great value for the money. However, the operating system is a bit clunky. Constant notifications and messages to delete. Some can be turned off, other seem to just keep appearing. The reader app surprisingly is less than intuitive.",great value money however operating system bit clunky constant notifications messages delete turned seem keep appearing reader app surprisingly less intuitive,Positive,21
Easy to use. Perfect for using for my clinicals in nursing school,easy use perfect using clinicals nursing school,Positive,7
the first worked fine for three weeks then stopped. took back and got a replacement. this one lasted almost a month. again took it back and was told I had to deal with Amazon.Found out thru Amazon webpage that units simply froze up and how to reset it. Was upset that store associate knew nothing about the product. Had to research everything myself.,first worked fine three weeks stopped took back got replacement one lasted almost month took back told deal thru amazon webpage units simply froze reset upset store associate knew nothing product research everything,Positive,33
I bought this for my wife she loves how easy it is to use and small enough to take on trips.,bought wife loves easy use small enough take trips,Positive,9
Purchased these for my grandkids...and they absolutely love them. They can play play their games to their hearts' content. They ar ed really fast too.,purchased grandkids absolutely love play play games hearts content ar ed really fast,Positive,13
If you enjoy reading you will not find a better device. Excellent price for a product of this quality,enjoy reading find better device excellent price product quality,Positive,9
"This is actually a pretty good little tablet. It is not the most powerful and it doesn't have the highest resolution screen. But for the price, you can't go wrong. It does what it is supposed to do and for the low price you won't feel much pain if you break it. A perfect first tablet for the kids or a nice secondary tablet that you can just toss in a bag or the car for road trips.",actually pretty good little tablet powerful highest resolution screen price ca go wrong supposed low price wo feel much pain break perfect first tablet kids nice secondary tablet toss bag car road trips,Positive,33
Bought it on black Friday for 60$ .Value for money tablet. It lags at heavy tasks and also apps are reloaded when 2-3 apps are opened at same time. But at this price it is expected. Go for it if budget is <100$.,bought black friday money tablet lags heavy tasks also apps reloaded apps opened time price expected go budget,Negative,18
Perfect cheap device for kids and grandkids nice to have sitting around,perfect cheap device kids grandkids nice sitting around,Positive,8
"I purchased two of these for my kids, ages 12 and 10. Forget the IPod touch. For the price, this tablet can't be beat! They can download games, books and movies for free all included with my Amazon Prime membership. Awesome!!",purchased two kids ages forget ipod touch price tablet ca beat download games books movies free included amazon prime membership awesome,Positive,21
did not expect this kind of quality for the price I paid. very surprised. nice product.,expect kind quality price paid surprised nice product,Positive,8
"This tablet is really good for the price, especially on the holidays. If you are a movie watcher or just using it for games it has great speed with a quad core. Highly recommend so e-book as well. Very happy with my purchase I bought 3 already.",tablet really good price especially holidays movie watcher using games great speed quad core highly recommend well happy purchase bought already,Positive,21
it is small enough to carry in your purse and open up a whole new world while waiting at appointments.,small enough carry purse open whole new world waiting appointments,Positive,10
This is a great device. I needed something small to read books on. This device is exactly what I was looking for.,great device needed something small read books device exactly looking,Positive,10
So far it does what I want. Very happy with the price too.,far want happy price,Positive,4
I got this mainly to watch tv/movies. Battery life is best of all devices I have used to date.,got mainly watch battery life best devices used date,Positive,9
Amazon MayDay functionality is not available and this was unexpected. Other services and functionality as expected,amazon mayday functionality available unexpected services functionality expected,Positive,8
"Great tablet, fast & reliable. Only downfall is having to pay to remove adds.",great tablet fast reliable downfall pay remove adds,Positive,8
I love my kindle fire it's is good for watching movies reading and anything you need a tablet for.,love kindle fire good watching movies reading anything need tablet,Positive,10
"This is a cheap tablet but really worth for the price. I bought this when it is on sale for $69 + $40 for 128 GB SD card, you have a great tablet when plenty of space. I used ipad for a while but i think it is so overpriced . This tablet is a deal !!!",cheap tablet really worth price bought sale gb sd card great tablet plenty space used ipad think overpriced tablet deal,Positive,20
For its price. Amongst the others I felt this was a deal,price amongst others felt deal,Neutral,5
"I recommend this tablet !!! I like it a lot , perfect size and perfect price",recommend tablet like lot perfect size perfect price,Positive,8
upgraded my 3 year old kindle- same old. doesnt seem that great of a difference. the graphical interface still sucks but its decent for reading.,upgraded year old old doesnt seem great difference graphical interface still sucks decent reading,Positive,14
I had a smaller version and this was easy to adjust to and use.,smaller version easy adjust use,Positive,5
Super easy to set up and use :)Got one for daughter and got one for self!!!!!!,super easy set use got one daughter got one self,Positive,10
Really enjoy this product. Love watching movies and playing games on my Fire HD 8,really enjoy product love watching movies playing games fire hd,Positive,10
This was so easy to set up and the print can easily be adjusted to extra large. My 78 year old dad was really happy with his first experience with technology. He is now surfing the net and reading news online. Highly recommended.,easy set print easily adjusted extra large year old dad really happy first experience technology surfing net reading news online highly recommended,Positive,22
"I absolutely love my kindle 8! Great picture, storage & sound. Can't live without my kindle!",absolutely love kindle great picture storage sound ca live without kindle,Positive,11
"The UI experience is great, especially for Prime members. The tablet is quick and responsive with plenty of memory to ha for any task.",ui experience great especially prime members tablet quick responsive plenty memory ha task,Positive,13
The best tablet for the price i use it everyday to watch youtube videos,best tablet price use everyday watch youtube videos,Positive,8
I purchased this tablet for my granddaughter and she just loves it...so much I have to take on the week days ...,purchased tablet granddaughter loves much take week days,Positive,8
Got this for the kids for Xmas...was the BEST gift.,got kids xmas best gift,Positive,5
The best tablet for the price! All three of my children have one & they are worth it!,best tablet price three children one worth,Positive,7
"Hoping for an updated hdx kindle, but settled for this. Enjoy the expanded sd slot.",hoping updated hdx kindle settled enjoy expanded sd slot,Positive,9
"This replaced my old Kindle Fire. I have not yet explored all of the features but, so far, it is performing very well. Tablet is a good size and weight, and easy to use.",replaced old kindle fire yet explored features far performing well tablet good size weight easy use,Positive,16
"ilovemy kindle 8"" . However it has crash a couple of times and am not sure why. also the 8"" case is not made for this kindle because the clamps used to hold it are right on the buttons to turn on and volume. so if you have a better case for it please let me know.",ilovemy kindle however crash couple times sure also case made kindle clamps used hold right buttons turn volume better case please let know,Positive,23
"Bought for my mom, shes in love with it. Use for netflix myself love the 8' great size and cpu speed.",bought mom shes love use netflix love great size cpu speed,Positive,11
"I was surprised on how easy it was to use. I bought it for my mother and she totally loves it, and I do too!",surprised easy use bought mother totally loves,Positive,7
